2020-02-11/21:44:00		Error while creating table: no such column: F 
2021-08-18/13:38:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:13		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:13		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:13		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:14		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:14		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:14		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:14		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:15		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:15		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:15		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:15		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:16		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:16		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:16		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:16		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:17		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:17		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:17		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:17		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:18		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:18		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:18		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:18		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:19		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:19		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:19		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:28		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:28		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:28		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:28		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:30		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:31		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:32		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:32		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:32		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:32		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:33		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:34		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:35		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:36		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:37		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:37		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:37		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:37		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:38		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:39		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:40		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:41		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:41		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:41		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:41		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:42		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:42		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:43		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:43		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:43		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:43		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:44		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:44		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:44		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:44		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:44		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:44		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:45		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:45		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:45		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:45		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:45		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:46		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:46		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:46		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:47		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:47		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:47		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:48		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:48		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:48		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:49		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:49		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:50		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:50		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:50		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:51		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:51		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:52		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:53		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:53		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:54		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:54		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:55		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:55		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:56		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:56		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:56		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:57		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2021-08-18/13:38:58		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
